,,,,,,19,,아- 확실히 난이도가 조금은 올라갔을지도? \귀한 약초가 나온 것 같기도 하고?
,,,,,,20, @Target::Heroine::Target @Pos::Down::Pos,올라갔다는 거야- 아니라는 거야.
,,,,,,21,,말 좀 똑바로 해줄래?
,,,,,,22, @Target::Player::Target @Pos::Up::Pos,그게… 사실 잘 몰라서요. 깊은 곳까진 가보지 않아서…
,,,,,,23, @Target::Heroine::Target @Pos::Down::Pos,어휴- 됐다. 너 같은 초보자한테 물어본 내가 잘못이지.
,,,,,,24,,이제 됐으니 저리 꺼져.
,,,,,,25, @Target::Player::Target @Pos::Up::Pos,……
,,,,,,,,
,,,,,,,,
,5000,Odd_0,Bubble,,,0,,아- 안녕하세요.
,,,,,,,,
,,,,,,,,
,6000,Even_0,Bubble,,,0,,꼭 퀘스트가 아니더라도 길드는 휴식의 공간이기도 하지.
,,,,,,,,
,,,,,,,,
,9000,Hunter_Slime,Bubble,,,0,@Camera::Hunter_Slime::Camera,흠. 토벌 대상은… 슬라임?
,,,,,,1,,슬라임에 현상금이라니- 어이가 없구만.
,,,,,,2,,얼른 처치하고 술이나 마시러 가야겠어.
,,,,,,,,
,,,,,,,,
,9001,Hunter_EarthGolem,Bubble,,,0,@Camera::Hunter_EarthGolem::Camera,여긴가? 최근에 어스골렘이 목격됐다는 곳이.
,,,,,,1,,부르는 게 값이라던데… 제일 먼저 찾아서 한몫 챙겨야겠군.
,,,,,,,,
,15000,RetiredHero_0,Bubble,,,0, @Target::RetiredHero::Target,나도 이제 늙었구만…
,,,,,,,,
,,,,,,,,
,15010,RetiredHero_10,Bubble,,,0, @Action::1151::Action@Target::Player::Target,안녕하세요. 뭘 하고 계시는가요?
,,,,,,1, @Target::RetiredHero::Target,음? 초보 모험가인가.
,,,,,,2,,보다시피 몸을 좀 풀고 있다네.
,,,,,,3, @Target::Player::Target,네? 과거에 영웅으로 활동하셨던 분이 갑자기 왜…
,,,,,,4, @Target::RetiredHero::Target,오- 나를 아는가?
,,,,,,5,,아직까지 기억하는 모험가가 남아있을 줄이야.
,,,,,,6, @Target::Player::Target,모를리가요. \제가 동경하던 모험가 중 한 분이셨습니다.
,,,,,,7, @Target::RetiredHero::Target,헛헛- 사람을 기분 좋게 하는 재주가 있구먼.
,,,,,,8, @Target::Player::Target,그러고 보니 무슨 일로 길드에 계신 건가요?
,,,,,,9, @Target::RetiredHero::Target,어디보자… \자네 혹시 초보자 던전이라고 아는가?
,,,,,,10, @Target::Player::Target,네. 저같은 초보 모험가들이 가기 좋은 곳이죠.
,,,,,,11, @Target::RetiredHero::Target,그래그래. 그 초보자 던전말이지.
,,,,,,12,,내가 은퇴 후 육성하던 제자가 한 명 있는데 말이야.
,,,,,,13,,아직 초짜지만 그래도 내가 가르친 만큼 \그렇게 약한 건 아니란 말이지?
,,,,,,14,,그런데 이 녀석이 초보자 던전에 가서 \큰 부상을 입고 돌아왔어.
,,,,,,15,,분명 그 정도 던전은 손쉽게 \격파할 거라고 생각했는데 말이지.
,,,,,,16, @Target::Player::Target,정말요? 혹시 제자가 거짓말을 한건…
,,,,,,17, @Target::RetiredHero::Target,그럴 리가 없잖나. 멍청해도 거짓말을 하는 놈은 아니야.
,,,,,,18, @Target::Player::Target,그렇지만 초보자 던전은 아주 쉬운 던전이 아닌가요?
,,,,,,19, @Target::RetiredHero::Target,바로 그 점이 이상한 부분이지.
,,,,,,20,,제자 말로는 더 이상 초보자 수준의 \던전이 아닌 것 같다고 하더라고.
,,,,,,21,,그래서 내가 직접 확인해 보려고 준비 중인 걸세.
,,,,,,22, @Target::Player::Target,그러시군요. \그렇지만 그런 건 길드에서 확인해 보면 되지 않나요?
,,,,,,23, @Target::RetiredHero::Target,안 그래도 물어본 참일세.
,,,,,,24,,그런데 확실히 이상한 보고들이 들어왔다더군.
,,,,,,25,,그래서 기왕 내가 직접 확인하고 알려주기로 했네.
,,,,,,26, @Target::Player::Target,그러시군요…
,,,,,,27,,혹시 던전에 가시는 날짜가 언제인가요?
,,,,,,28, @Target::RetiredHero::Target,음? 아마 15일에 가려고 하고 있네.
,,,,,,29,,그런데 그건 왜 묻는가?
,,,,,,30, @Target::Player::Target,아- 혹시 영웅분의 활약상을 조금이나마 볼 수 있을까 해서…
,,,,,,31, @Target::RetiredHero::Target,하하- 자넨 역시 말을 잘하는구만.
,,,,,,32,,그렇지만 도움은 필요 없다네. \오히려 방해만 되겠지.
,,,,,,33, @Target::Player::Target,알겠습니다. 그럼 감사했습니다.
,,,,,,34, @Target::RetiredHero::Target,그래- 들어가시게.
,,,,,,35, @Target::Player::Target,(큰일 났는걸. 아무리 은퇴했다지만 한 때의 영웅)
,,,,,,36,,(제대로 준비하지 않으면 던전을 격파당할지도 모르겠어)
,,,,,,37,,(15일이라고 했지. 최대한 미리 대비해 보자)
