,,,,,,1, @Action::Entrance_Move_2to4::Action@Skip::10::Skip,
,,,,,,2,@Camera::Player::Camera,к│к╬═Ў╩рк╦к─к╩кмкы?ь╣┌жк╬ъ╚Ў╟км?кяк├к┐к╬клг┐
,,,,,,3,,к╔кжкфкщл└лєл╕лчлєкм?эхк╡кьк┐к╗кдк╬кшкжк└бж
,,,,,,4,,к└к╚к╖к┐кщбвк│кьк╧клк╩къ╒▐кдл╦лх?л╣к└бг
,,,,,,5,,л└лєл╕лчлєкЄ?эхк╖?к▒кьк╨бв\к│к╬═Ў╩ркм╠╕к─клкылъл╣лпкт╩їкык└кэкжклкщк╩бг
,,,,,,,,
,,,,,,,,
,1000,Quest_0,Bubble,,,0, @Target::Player::Target@Pos::Down::Pos,╨╤к╧я╫▄├кЄ╘Ёкщкьк╜кжк╩лплил╣л╚кмк╩кдк╩бг
,,,,,,,,
,,,,,,,,
,1001,Quest_1,Bubble,,,0, @Target::Player::Target @Pos::Down::Pos@Option::1000::Option,∙╝клф▓?к╬л└лєл╕лчлєк╦к─кдк╞к╬лплил╣л╚кмквкыкшкжк└бг
,,,,,,,,
,,,,,,,,
,1010,Quest_10,Bubble,,,0, @Target::Player::Target @Pos::Down::Pos,к│к│к╟лплил╣л╚кЄ№мьук╟кнк┐кєк└бг
,,,,,,1,,╨╤к╧┘│?э║к╚к╖к╞к╬лплил╣л╚к╦ыЄ┌лк╧к╩кдк▒к╔к═бг
,,,,,,2,,к╟ктбвф▓?к╬л└лєл╕лчлєк╦?к╣кылплил╣л╚км\╘Ї?к╡кьк╞кдкык╩кщбвЄ▒к├к╞кккдк╞с▀к╧к╩кдк└кэкжбг
,,,,,,,,
,,,,,,,,
,1100,Quest_100,Quest,Ї°у¤э║л└лєл╕лчлєк╬л╣лщлдлр,,0,@Action::1100::Action,б╪╤╠╨сў╨█щлплил╣л╚\\┘═°Ў?▀┌г║Ї°у¤э║л└лєл╕лчлєк╬?ь╢л╣лщлдлр
,,,,,,1,,Ї°у¤э║л└лєл╕лчлєк╦ь╢▀╚к╦?кдл╣лщлдлрк╬╦┴?кмїє·▐к╖к┐к╚кдкж?км?к▐к├к╞кдк▐к╣бг
,,,,,,2,,Ї°кск╧?кд?к└к╚▐╓к├к╞┘эу╩к╖к╞кдк▐к╖к┐кмбв?Ё╖к╬∙м·к▐└╓╟км▄├═▒к╡кьк╞кдкык┐ксбв╨с╦ш╤╠╨сў╨█щлплил╣л╚
,,,,,,3,,э▐с╢г║Ї°у¤э║л└лєл╕лчлє\ўх╤└▐└·гг║▄┼ў╫к╬л╣лщлдлрк╬эмкЄк╖к╞кдкыкмбвь╢▀╚к╦?кдк╚к╬к│к╚бг\ё╝ыЄкм∙▒щйбг
,,,,,,,,
,,,,,,,,
,1101,Quest_101,Quest,лв?л╣л┤?льлрк╬л│лв,,0,@Action::1101::Action,б╪льлвлтлєл╣л┐?я╫▄├\\?▀┌г║лв?л╣л┤?льлр
,,,,,,1,,Ї°у¤э║л└лєл╕лчлєк╟рў?╨фк╬лв?л╣л┤?льлркм┘═?к╡кьк▐к╖к┐бг
,,,,,,2,,л┤?льлрк╬·╖к╧ъкс╚т·▐╘к┐к┴к╦∙▒щй▄Ї╩ж¤тк╩┌кЄїк╟квкъбв?╤╤т·▐╘к┐к┴кттвк╦ь¤кькщкьк║к╦═▌к├к╞кдкыюз╓∙к╟
,,,,,,3,,╬ж╙°к╩л┤?льлрк╬?№Єк╦кшкъбвл┤?льлрк╬·╖к╬═ъ╨хкм╤ёк╖кпк╩к├к╞кдкы·▐юдбв▐к▀╚к╦═╘Ў╖к╟Ўвь┌к╡кьк╞кдк▐к╣
,,,,,,,,
,,,,,,,,
,2000,Staff_A_0,Bubble,,,0,,к│кєк╦к┴к╧бглолыл╔к╦к╧∙╝к╬к┤щ─к╟к╖кчкжклг┐
,,,,,,,,
,,,,,,,,
,2001,Staff_A_1,Bubble,,,0,@Option::2000::Option,к│кєк╦к┴к╧бглолыл╔к╦к╧∙╝к╬к┤щ─к╟к╖кчкжклг┐
,,,,,,,,
,,,,,,,,
,2100,Staff_A_100,Bubble,л└лєл╕лчлє?▄├,,0, @Target::Player::Target @Pos::Down::Pos,ї╠╨╬бвЇ°у¤э║л└лєл╕лчлєк╦╒▐кд?їокмїєкык╚кдкж?кмбжбж
,,,,,,1,,клк╩къ?кдлтлєл╣л┐?кмкдк╞═╚?к╖к╞кдкык╚клбжбж
,,,,,,2, @Target::GuildStaff::Target @Pos::Up::Pos,я╫▄├квкъкмк╚кжк┤к╢кдк▐к╣бг?кик╞кккнк▐к╣бг
,,,,,,3,@Action::2100::Action,
,,,,,,,,
,,,,,,,,
,2101,Staff_A_101,Bubble,л╦лх?л╣к╬┘¤кд∙ъкяк╗,,0, @Target::Player::Target @Pos::Down::Pos,ктк╖клк╖к╞бвї╠╨╬┌дк│кик╞кпкы▐┼кик╜кжк╩я╫▄├к╧квкък▐к╗кєклг┐
,,,,,,1, @Target::GuildStaff::Target@Pos::Up::Pos,кж?кєбж ╨╤к╬к╚к│кэўхк╦к╩кдк╟к╣к═бг
,,,,,,2,,ёзЎ░к╬?у╞ў∙ктьщ╙°№мьук╖к╞к▀к╞кпк└к╡кдбг
,,,,,,,,
,,,,,,,,
,3000,Staff_B_0,Bubble,,,0,,щ─╦ькмквкък▐к╖к┐кщщ╙Ў░к╬Є┼ъмк╦кк┌дкнкпк└к╡кдбг
,,,,,,,,
,,,,,,,,
,3010,Staff_B_10,Bubble,,,0,,к│кєк╦к┴к╧бглолыл╔к╟к╧┘│?э║к╬╦╦?к╦\ккц╡╪бк┴к╜кжк╩ктк╬кЄЁл═ък╖к╞кдк▐к╣бг
,,,,,,,,
,,,,,,,,
,4000,Heroine_0,Bubble,,,0,,бжбж
,,,,,,,,
,,,,,,,,
,4010,Heroine_10,Bubble,,,0, @Reserve::2:4020::Reserve,к╩кєк└кшбгщ─кмк╩кдк╩кщ<size=40>с╝кикэбг
,,,,,,,,
,,,,,,,,
,4020,Heroine_20,Bubble,,,0, @Pos::Down::Pos,бжбж
,,,,,,1, @Target::Player::Target @Pos::Up::Pos,бжбж
,,,,,,2, @Target::Heroine::Target @Pos::Down::Pos,бжбж
,,,,,,3, @Target::Player::Target @Pos::Up::Pos,бжбж
,,,,,,4, @Target::Heroine::Target @Pos::Down::Pos,к╜к│к╬квкєк┐бг
,,,,,,5,,╠╕к─кскык└к▒к╕кук╩кпк╞№ек╖к╩к╡кдкшбг
,,,,,,6, @Target::Player::Target @Pos::Up::Pos,квбвк│кєк╦к┴к╧бг
,,,,,,7, @Target::Heroine::Target @Pos::Down::Pos,╨╤к╡кщг┐
,,,,,,8, @Target::Player::Target @Pos::Up::Pos,кибвк╜кькм∙╝к╚к╩кп№ек╖клк▒к┴кукдк▒к╩кд?кмк╖к╞бж
,,,,,,9, @Target::Heroine::Target @Pos::Down::Pos,к╩кєк╞л╨ллк╩к│к╚хык├к╞кєк╬г┐
,,,,,,10,,бжк╧кббвкдкдкябг
,,,,,,11,,к╜кькшкъбвквкєк┐бвктк╖клк╖к╞Ї°у¤э║л└лєл╕лчлєк╦к─кдк╞кшкпЄ▒к├к╞кыг┐
,,,,,,12, @Target::Player::Target @Pos::Up::Pos,квбвк╧кдбгкшкп·╝кнк▐к╣бг
,,,,,,13, @Target::Heroine::Target @Pos::Down::Pos,к▐квбвквкєк┐к▀к┐кдк╩Ї°у¤э║к├к▌кд┘│?э║к╦к╧р╘?Є╢кмс┤к╩кдк╟к╖кчкжк═бг
,,,,,,14, @Target::Player::Target @Pos::Up::Pos,бжбж
,,,,,,15, @Target::Heroine::Target @Pos::Down::Pos,к╕куквктк╖клк╖к╞бвї╠╨╬┌дк│кик╞кпкы?к╦к─кдк╞Є▒к├к╞кык│к╚квкыг┐
,,,,,,16, @Target::Player::Target @Pos::Up::Pos,к╔кєк╩?к╟к╣клг┐
,,,,,,17, @Target::Heroine::Target @Pos::Down::Pos,Ї°у¤э║л└лєл╕лчлєк╦?кдлтлєл╣л┐?кмїєкык╚клбв\Є╥к╖кдлв?л╞лгл╒лблпл╚кмїєкык╚клкдкж?кшбг
,,,,,,18, @Target::Player::Target @Pos::Up::Pos,кж?кєбж кшкп▌┬клкък▐к╗кєк═бг
,,,,,,19,,квбв№мклк╦╤ёц╢╙°кмс┤к╖▀╛кмк├к┐клктг┐ \Є╥к╖кд?їокмїєк┐кшкжк╩?ктк╣кык╖г┐
,,,,,,20, @Target::Heroine::Target @Pos::Down::Pos,▀╛кмк├к┐к├к╞хык├к╞кєк╬бвъ▐кжк├к╞хык├к╞кєк╬бг
,,,,,,21,,к╧к├кнкъхык├к╞кпкьк╩кдг┐
,,,,,,22, @Target::Player::Target @Pos::Up::Pos,к╜кькмбж ?к╧кшкп▌┬клкщк╩кпк╞бг?фвкпк▐к╟к╧·╝к├к╞к╩кдк╬к╟бж
,,,,,,23, @Target::Heroine::Target @Pos::Down::Pos,к╧кббвкдкдкябгквкєк┐к▀к┐кдк╩Ї°у¤э║к╦┌дкдк┐▐чкм?клк├к┐кябг
,,,,,,24,,кткжкдкдклкщбвквк├к┴·╝к├к╞кшбг
,,,,,,25, @Target::Player::Target @Pos::Up::Pos,бжбж
,,,,,,,,
,,,,,,,,
,5000,Odd_0,Bubble,,,0,,квбвк│кєк╦к┴к╧бг
,,,,,,,,
,,,,,,,,
,6000,Even_0,Bubble,,,0,,лплил╣л╚к╕кук╩кпк╞ктбвлолыл╔к╧¤╠╠ик╬э▐с╢к╟ктквкыкєк└кшбг
,,,,,,,,
,,,,,,,,
,9000,Hunter_Slime,Bubble,,,0,@Camera::Hunter_Slime::Camera,к╒крбгў╨█щ?▀┌к╧бж л╣лщлдлрг┐
,,,,,,1,,л╣лщлдлрк╦·╪▀█╤╤к╚к╧бв?кькык╩бг
,,,,,,2,,к╡к├к╡к╚?╫тк╖к╞ё╨к╟кт?к▀к╦·╝кпклбг
,,,,,,,,
,,,,,,,,
,9001,Hunter_EarthGolem,Bubble,,,0,@Camera::Hunter_EarthGolem::Camera,к│к│клг┐ ї╠╨╬лв?л╣л┤?льлркм┘═?к╡кьк┐к╚кдкжэ▐с╢к╧бг
,,,,,,1,,√╝к┘к╨Ў╖кмк─кпк╚клбж ьщ█ур╗к╦╠╕к─к▒к╞ьщю╣к▒к╖к╩кнкук╩бг
